wolf_ID,capture_date,collar_recovery_death,end_date,Month,Day,Year,last_contact,days_to_inact,days_to_death,days_to_fate,fate,fate_num,Anthro_Natural,min_days_inact_death,collar_status,dissap_event,cause_death,poached,unknown,legal,nonhuman,collision,poa_type,known_fate,death_event,FU_poached,FU_Unk_poa,hunt_season,sex,breeder_disp,age_at_death_year,age_at_death_days,age_at_dissap,age_at_collar,collar expected to quit,wolf_year,Comments
11452,11-Jan-06,24-Jan-14,24-Jan-14,1,24,2014,,,2935,2935,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,8.775342466,3203,,,,2013-14,
11453,19-Jan-07,23-Mar-07,23-Mar-07,3,23,2007,,,63,63,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.928767123,704,,,,2006-07,
11454,11-Jan-06,15-Apr-07,15-Apr-07,4,15,2007,,,459,459,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,1.991780822,727,,,,2006-7,
11455,16-Jan-06,25-Jul-06,25-Jul-06,7,25,2006,,,190,190,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.268493151,463,,,,2005-06,
11456,22-Dec-06,16-Nov-07,16-Nov-07,11,16,2007,,,329,329,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.580821918,942,,,,2007-08,
11458,29-Sep-05,26-Sep-14,26-Sep-14,9,26,2014,,,3284,3284,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,9.430136986,3442,,,,2013-14,
11461,15-Dec-06,12-Apr-08,12-Apr-08,4,12,2008,,,484,484,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,2.950684932,1077,,,,2007-08,
11462,4-Nov-06,7-Mar-07,7-Mar-07,3,7,2007,,,123,123,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.849315068,675,,,,2006-07,
11463,28-Oct-06,1-Nov-06,1-Nov-06,11,1,2006,,,4,4,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,M,,1.504109589,549,,,,2006-07,
11466,2-Nov-06,15-Feb-07,15-Feb-07,2,15,2007,,,105,105,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,0.794520548,290,,,,2006-07,
11469,23-Mar-07,10-Dec-15,10-Dec-15,12,10,2015,,,3184,3184,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,M,,9.616438356,3510,,,,2015-16,
11470,20-Dec-06,26-Jan-17,26-Jan-17,1,26,2017,,,3690,3690,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,1,F,,10.74794521,3923,,,,2016-17,
11471,20-Dec-06,21-Apr-11,21-Apr-11,4,21,2011,,,1583,1583,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,4.975342466,1816,,,,2010-11,
11497,19-May-06,14-Aug-08,14-Aug-08,8,14,2008,,,818,818,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,M,,2.328767123,850,,,,2007-08,
11498,14-Jan-07,1-Jan-08,1-Jan-08,1,1,2008,,,352,352,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,1.709589041,624,,,,2007-08,
11501,9-Feb-07,9-Jul-07,9-Jul-07,7,9,2007,,,150,150,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,1.22739726,448,,,,2006-07,
11502,13-Mar-08,,22-Jul-08,7,22,2008,22-Jul-08,131,,131,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,0,,,827,,,2007-08,
11504,15-Dec-07,,16-Feb-10,2,16,2010,16-Feb-10,794,,794,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,2,,,1401,,,2009-10,
11516,22-Feb-07,8-Aug-15,8-Aug-15,8,8,2015,,,3089,3089,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,9.312328767,3399,,,,2014-15,
11517,25-Oct-06,,8-Nov-08,11,8,2008,8-Nov-08,745,,745,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,935,,,2008-09,
11518,18-May-06,,13-Dec-07,12,13,2007,13-Dec-07,574,,574,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,604,,,2007-08,
11519,25-Jan-07,,24-Apr-13,4,24,2013,24-Apr-13,2281,,2281,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,2,,,2563,,,2012-13,
11521,19-Jan-07,,5-Nov-07,11,5,2007,5-Nov-07,290,,290,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,557,,,2007-08,
11522,30-Jan-07,10-Nov-07,10-Nov-07,11,10,2007,,,284,284,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,F,,1.539726027,562,,,,2007-08,
11523,19-Jan-07,16-Oct-08,16-Oct-08,10,16,2008,,,636,636,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,1,F,,2.473972603,903,,,,2008-09,
11530,3-Jan-07,16-Nov-07,16-Nov-07,11,16,2007,,,317,317,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,1.575342466,575,,,,2007-08,
11533,19-Dec-06,24-Sep-10,24-Sep-10,9,24,2010,,,1375,1375,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,M,,4.438356164,1620,,,,2009-10,
11539,14-Aug-09,,28-Oct-14,10,28,2014,28-Oct-14,1901,,1901,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,0,,,3114,,,2014-15,
11540,12-Jan-07,23-Apr-11,23-Apr-11,4,23,2011,,,1562,1562,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,5.01369863,1830,,,,2010-11,
11541,16-Jan-07,18-Dec-09,18-Dec-09,12,18,2009,,,1067,1067,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,3.671232877,1340,,,,2009-10,
11544,23-Jun-07,4-May-11,4-May-11,5,4,2011,,,1411,1411,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,5.043835616,1841,,,,2010-11,
11547,1-Nov-06,17-Nov-16,17-Nov-16,11,17,2016,,,3669,3669,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,11.55616438,4218,,,,2016-17,
11548,22-Jan-08,22-May-08,22-May-08,5,22,2008,,,121,121,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,2.060273973,752,,,,2007-8,
11549,12-Feb-08,10-Nov-08,10-Nov-08,11,10,2008,,,272,272,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,2.531506849,924,,,,2008-09,
11552,16-Apr-00,4-May-02,4-May-02,5,4,2002,,,748,748,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,0,F,,unknown,,,,,2001-02,
11558,23-Jun-99,28-Feb-00,28-Feb-00,2,28,2000,,,250,250,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,1.830136986,668,,,,1999-00,
11559,31-Jan-07,,22-Apr-07,4,22,2007,22-Apr-07,81,,81,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,,,,2006-07,
11577,9-Feb-09,19-Dec-16,19-Dec-16,12,19,2016,,,2870,2870,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,9.687671233,3536,,,,2016-17,
11579,6-Jan-09,19-Aug-09,19-Aug-09,8,19,2009,,,225,225,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,0,F,,2.347945205,857,,,,2008-09,
11620,21-May-07,5-Mar-17,5-Mar-17,3,5,2017,,,3576,3576,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,9.904109589,3615,,,,2016-17,
11621,21-May-07,,12-Jan-12,1,12,2012,12-Jan-12,1697,,1697,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,2,,,1736,,,2011-12,
11624,21-May-07,,27-Nov-07,11,27,2007,27-Nov-07,190,,190,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,231,,,2007-08,
11626,21-May-07,,22-Jul-08,7,22,2008,22-Jul-08,428,,428,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,0,,,469,,,2007-08,
11628,23-May-07,25-Nov-12,25-Nov-12,11,25,2012,,,2013,2013,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,5.62739726,2054,,,,2012-13,
11629,23-May-07,20-Oct-11,20-Oct-11,10,20,2011,,,1611,1611,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,4.526027397,1652,,,,2011-12,
11630,23-May-07,23-Dec-11,23-Dec-11,12,23,2011,,,1675,1675,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,4.701369863,1716,,,,2011-12,
11633,31-May-07,,19-Oct-10,10,19,2010,19-Oct-10,1237,,1237,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,2,,,1278,,,2010-11,
11635,20-Jan-09,1-Sep-09,1-Sep-09,9,1,2009,,,224,224,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,2.375342466,867,,,,2008-09,
11643,16-Feb-08,14-Jul-09,14-Jul-09,7,14,2009,,,514,514,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,2.221917808,811,,,,2008-09,
11644,21-Feb-08,,24-Aug-08,8,24,2008,24-Aug-08,185,,185,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,2,,,487,,,2008-09,
11645,14-Feb-08,19-Jun-08,19-Jun-08,6,19,2008,,,126,126,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.153424658,421,,,,2007-08,
11650,9-Feb-08,27-Feb-09,27-Feb-09,2,27,2009,,,384,384,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.854794521,677,,,,2008-09,
11657,2-Apr-09,14-Nov-12,14-Nov-12,11,14,2012,,,1322,1322,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,5.545205479,2024,,,,2012-13,
11658,4-Aug-08,16-Aug-08,16-Aug-08,8,16,2008,,,12,12,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,1.295890411,473,,,,2007-08,
11660,10-Jan-09,4-Oct-10,4-Oct-10,10,4,2010,,,632,632,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.504109589,914,,,,2010-11,
11661,10-Jan-09,22-Oct-11,22-Oct-11,10,22,2011,,,1015,1015,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,3.553424658,1297,,,,2011-12,
11662,9-Jan-09,29-May-15,29-May-15,5,29,2015,,,2331,2331,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,0,F,,7.156164384,2612,,,,2014-15,
11663,20-Jan-10,13-Nov-10,13-Nov-10,11,13,2010,,,297,297,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,2.61369863,954,,,,2010-11,
11668,24-Sep-08,1-Jun-09,1-Jun-09,6,1,2009,,,250,250,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.131506849,413,,,,2008-09,
11669,24-Sep-08,7-Nov-08,7-Nov-08,11,7,2008,,,44,44,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,0.567123288,207,,,,2008-09,
11670,24-Sep-08,18-Oct-08,18-Oct-08,10,18,2008,,,24,24,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,0.512328767,187,,,,2008-09,
11671,29-Oct-09,12-Jul-11,12-Jul-11,7,12,2011,,,621,621,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,3.243835616,1184,,,,2010-11,
11672,20-Jun-10,,22-Jun-15,6,22,2015,22-Jun-15,1828,,1828,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,0,,,2625,,,2014-15,
11678,12-Dec-08,1-Sep-16,1-Sep-16,9,1,2016,,,2820,2820,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,8.38630137,3061,,,,2015-16,
11679,11-Dec-08,9-Jan-09,9-Jan-09,1,9,2009,,,29,29,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,F,,0.736986301,269,,,,2008-09,
11680,10-Dec-08,12-Feb-14,12-Feb-14,2,12,2014,,,1890,1890,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,F,,5.832876712,2129,,,,2013-14,
11681,16-Dec-08,,2-Oct-09,10,2,2009,2-Oct-09,290,,290,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,1,,,535,,,2009-10,
11682,11-Dec-08,18-Feb-12,18-Feb-12,2,18,2012,,,1164,1164,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,3.846575342,1404,,,,2011-12,
11683,15-Jan-09,3-Mar-15,3-Mar-15,3,3,2015,,,2238,2238,poached,2,1,,,0,poached,1,0,0,0,0,poison,1,1,2,2,0,M,,6.882191781,2512,,,,2014-15,
11684,14-Jan-09,1-Feb-15,1-Feb-15,2,1,2015,,,2209,2209,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,6.8,2482,,,,2014-15,
11685,14-Jan-09,6-Nov-13,6-Nov-13,11,6,2013,,,1757,1757,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,F,,5.561643836,2030,,,,2013-14,
11686,23-Dec-09,1-Nov-15,1-Nov-15,11,1,2015,,,2139,2139,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,F,,7.545205479,2754,,,,2015-16,
11692,6-Jan-09,,23-May-09,5,23,2009,23-May-09,137,,137,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,F,1,,,400,,,2008-09,
11693,6-Jan-09,2-Dec-13,2-Dec-13,12,2,2013,,,1791,1791,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,5.62739726,2054,,,,2013-14,
11694,6-Jan-09,,21-Jan-10,1,21,2010,21-Jan-10,380,,380,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,643,,,2009-10,
11695,12-Jan-09,1-Feb-09,1-Feb-09,2,1,2009,,,20,20,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,0.791780822,289,,,,2008-09,
11696,13-Jan-09,30-Oct-09,30-Oct-09,10,30,2009,,,290,290,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,1.534246575,560,,,,2009-10,
11697,13-Jan-09,23-Oct-09,23-Oct-09,10,23,2009,,,283,283,poached,2,1,,,0,poached,1,0,0,0,0,foulplay,1,1,2,2,1,F,,1.515068493,553,,,,2009-10,
11698,6-Jan-09,15-Dec-12,15-Dec-12,12,15,2012,,,1439,1439,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,4.663013699,1702,,,,2012-13,
11703,25-Jan-09,15-Nov-12,15-Nov-12,11,15,2012,,,1390,1390,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,4.564383562,1666,,,,2012-13,
11705,19-Jan-09,5-May-15,5-May-15,5,5,2015,,,2297,2297,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,7.032876712,2567,,,,2014-15,
11706,30-Jan-09,7-Oct-17,7-Oct-17,10,7,2017,,,3172,3172,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,9.460273973,3453,,,,2017-18,
11707,12-Mar-09,22-Apr-09,22-Apr-09,4,22,2009,,,41,41,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,1.010958904,369,,,,2008-09,
11708,12-Mar-09,8-Nov-12,8-Nov-12,11,8,2012,,,1337,1337,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,F,,4.561643836,1665,,,,2012-13,
11725,17-May-09,10-Feb-13,10-Feb-13,2,10,2013,,,1365,1365,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,F,,5.78630137,2112,,,,2012-13,
11726,2-Apr-09,24-Apr-10,24-Apr-10,4,24,2010,,,387,387,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,0,M,,1.980821918,723,,,,2009-10,
11727,13-Apr-09,22-Sep-14,22-Sep-14,9,22,2014,,,1988,1988,nonhuman,4,0,,,0,nonhuman,0,0,0,1,0,,1,1,,,1,M,,6.397260274,2335,,,,2013-14,
11728,2-Apr-09,1-Nov-09,1-Nov-09,11,1,2009,,,213,213,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.504109589,549,,,,2009-10,
11730,16-Jan-09,15-May-09,15-May-09,5,15,2009,,,119,119,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,UNKOWN,,,,,2008-09,
11741,3-Jan-10,13-Dec-14,13-Dec-14,12,13,2014,,,1805,1805,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,5.64109589,2059,,,,2014-15,
11745,20-Jan-10,24-Apr-10,24-Apr-10,4,24,2010,,,94,94,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,1.04109589,380,,,,2009-10,
11746,18-May-11,9-Nov-11,9-Nov-11,11,9,2011,,,175,175,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.57260274,939,,,,2011-12,
11747,7-Mar-11,,28-Dec-19,12,28,2019,28-Dec-19,3218,,3218,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,,,,3910,,,2019-20,
11748,17-Mar-10,14-Jun-11,14-Jun-11,6,14,2011,,,454,454,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,2.167123288,791,,,,2010-11,
11749,17-Jan-10,,18-Nov-12,11,18,2012,18-Nov-12,1036,,1036,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,1314,,,2012-13,
11750,22-Jan-10,3-Oct-14,3-Oct-14,10,3,2014,,,1715,1715,legal,5,1,,,0,legal,0,0,1,0,0,,1,1,,,1,M,,5.473972603,1998,,,,2014-15,
11754,17-Mar-10,18-Oct-10,18-Oct-10,10,18,2010,,,215,215,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,1.476712329,539,,,,2010-11,
11755,12-Nov-09,28-Jul-11,28-Jul-11,7,28,2011,,,623,623,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,2.252054795,822,,,,2010-11,
11756,19-Apr-10,17-Jun-10,17-Jun-10,6,17,2010,,,59,59,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,M,,1.139726027,416,,,,2009-10,
11757,1-Mar-10,,28-Apr-10,4,28,2010,28-Apr-10,58,,58,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,0,,,366,,,2009-10,
11758,3-Jan-10,15-Feb-10,15-Feb-10,2,15,2010,,,43,43,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,0.835616438,305,,,,2009-10,
11760,3-Jan-10,,28-Oct-14,10,28,2014,28-Oct-14,1759,,1759,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,2021,,,2014-15,
11761,3-Jan-10,,8-Nov-11,11,8,2011,8-Nov-11,674,,674,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,936,,,2011-12,
11766,1-Mar-10,17-Jan-13,17-Jan-13,1,17,2013,,,1053,1053,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,3.747945205,1368,,,,2012-13,
11768,1-Mar-10,17-Jun-15,17-Jun-15,6,17,2015,,,1934,1934,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,F,,6.161643836,2249,,,,2014-15,
11772,18-Dec-09,19-Dec-12,19-Dec-12,12,19,2012,,,1097,1097,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,3.668493151,1339,,,,2012-13,
11774,3-Jan-10,15-Aug-13,15-Aug-13,8,15,2013,,,1320,1320,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,0,M,,4.323287671,1578,,,,2012-13,
11777,17-Jan-10,,2-Apr-10,4,2,2010,2-Apr-10,75,,75,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,0,M,1,,,346,,,2009-10,
11778,18-Jan-10,11-Oct-12,11-Oct-12,10,11,2012,,,997,997,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,1,F,,3.476712329,1269,,,,2012-13,
11779,28-Feb-10,26-Apr-18,26-Apr-18,4,26,2018,,,2979,2979,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,9.016438356,3291,,,,2017-18,
11780,5-Dec-09,20-May-11,20-May-11,5,20,2011,,,531,531,collision,6,1,,,0,collision,0,0,0,0,1,,1,1,,,0,M,,2.076712329,758,,,,2010-11,
11781,5-Dec-09,,1-Nov-16,11,1,2016,1-Nov-16,2523,,2523,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,M,0,,,2750,,,2016-17,
11810,12-Dec-10,15-Nov-11,15-Nov-11,11,15,2011,,,338,338,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.542465753,563,,,,2011-12,
11812,24-Feb-11,27-Oct-16,27-Oct-16,10,27,2016,,,2072,2072,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,6.536986301,2386,,,,2016-17,
11814,31-Mar-11,14-Nov-11,14-Nov-11,11,14,2011,,,228,228,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.589041096,580,,,,2011-12,
11816,18-Jan-11,10-Oct-12,10-Oct-12,10,10,2012,,,631,631,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.495890411,911,,,,2012-13,
11817,23-Feb-11,12-Oct-12,12-Oct-12,10,12,2012,,,597,597,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.495890411,911,,,,2012-13,
11819,25-Jan-12,11-May-16,11-May-16,5,11,2016,,,1568,1568,unknown,3,,,,0,unknown,0,1,0,0,0,,0,1,,1,0,F,,6.076712329,2218,,,,2015-16,
11822,7-Mar-11,,15-Oct-11,10,15,2011,15-Oct-11,222,,222,fu,1,,,inactive,1,,0,0,0,0,0,,0,,1,1,1,F,1,,,543,,,2011-12,
11826,7-Mar-11,10-Jan-13,10-Jan-13,1,10,2013,,,675,675,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,F,,2.728767123,996,,,,2012-13,
11833,24-Nov-10,14-Dec-11,14-Dec-11,12,14,2011,,,385,385,poached,2,1,,,0,poached,1,0,0,0,0,gunshot,1,1,2,2,1,M,,1.663013699,607,,,,2011-12,
